rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
787,3600,Fashion & Retail,Juan Roig,73,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,,FALSE,D,M,18120,Roig,Juan,,45020.20903,,,1949,10,8,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
787,3600,Real Estate,Jerry Speyer & family,82,United States,New York,Real estate,Real Estate,United States,,TRUE,E,M,6/23/1940 0:00,Speyer,Jerry,,45020.20903,New York,Northeast,1940,6,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
787,3600,Fashion & Retail,Lawrence Stroll,63,Switzerland,Geneva,Fashion investments,Fashion & Retail,Canada,,TRUE,U,M,21861,Stroll,Lawrence,,45020.20903,,,1959,7,11,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
787,3600,Logistics,Tung Chee Chen,80,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,,FALSE,E,M,12/15/1942 0:00,Tung,Chee Chen,,45020.20903,,,1942,12,15,,,,,,,,,,,
787,3600,Food & Beverage,Wang Junlin,60,China,Chengdu,Liquor,Food & Beverage,China,,TRUE,D,M,22655,Wang,Junlin,,45020.20903,,,1962,9,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
787,3600,Automotive,Xia Zuoquan,61,China,Shenzhen,"Automobiles, batteries",Automotive,China,,TRUE,U,M,22647,Xia,Zuoquan,,45020.20903,,,1962,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
787,3600,Technology,Zeng Fangqin,57,China,Shenzhen,Smartphone components,Technology,China,,TRUE,D,F,12/25/1965 0:00,Zeng,Fangqin,,45020.20903,,,1965,12,25,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
787,3600,Manufacturing,Zhang Jian,54,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,,TRUE,U,M,25204,Zhang,Jian,,45020.20903,,,1969,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,Fashion & Retail,Rocco Basilico,33,United States,Los Angeles,Eyeglasses,Fashion & Retail,Italy,,FALSE,N,M,32819,Basilico,Rocco,,45020.20903,California,West,1989,7,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Healthcare,Maurizio Billi,65,Brazil,Sao Paulo,Generic drugs,Healthcare,Brazil,,FALSE,U,M,11/22/1957 0:00,Billi,Maurizio,,45020.20903,,,1957,11,22,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
818,3500,Finance & Investments,Fashu Chen,62,China,Fuzhou,Investments,Finance & Investments,China,,TRUE,D,M,10/26/1960 0:00,Chen,Fashu,,45020.20903,,,1960,10,26,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,Manufacturing,Giuseppe Crippa & family,87,Italy,Cernusco Lombardone,Microchip testing,Manufacturing,Italy,,TRUE,U,M,12909,Crippa,Giuseppe,,45020.20903,,,1935,5,5,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
818,3500,Finance & Investments,Daniel D'Aniello,76,United States,Vienna,Private equity,Finance & Investments,United States,,TRUE,D,M,9/14/1946 0:00,D'Aniello,Daniel,,45020.20903,Virginia,South,1946,9,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Fashion & Retail,Claudio Del Vecchio,66,United States,Muttontown,Eyeglasses,Fashion & Retail,Italy,,FALSE,N,M,2/26/1957 0:00,Del Vecchio,Claudio,,45020.20903,New York,Northeast,1957,2,26,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Fashion & Retail,Clemente Del Vecchio,18,Italy,Milan,Eyeglases,Fashion & Retail,Italy,,FALSE,N,M,38143,Del Vecchio,Clemente,,45020.20903,,,2004,5,6,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
818,3500,Fashion & Retail,Leonardo Maria Del Vecchio,27,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,,FALSE,N,M,34855,Del Vecchio,Leonardo Maria,,45020.20903,,,1995,5,6,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
818,3500,Fashion & Retail,Luca Del Vecchio,21,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,,FALSE,N,M,8/31/2001 0:00,Del Vecchio,Luca,,45020.20903,,,2001,8,31,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
818,3500,Fashion & Retail,Marisa Del Vecchio,64,Italy,Rome,Eyeglasses,Fashion & Retail,Italy,,FALSE,N,F,21465,Del Vecchio,Marisa,,45020.20903,,,1958,7,10,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
818,3500,Fashion & Retail,Paola Del Vecchio,61,Luxembourg,Luxembourg,Eyeglasses,Fashion & Retail,Italy,,FALSE,N,F,5/14/1961 0:00,Del Vecchio,Paola,,45020.20903,,,1961,5,14,115.09,1.7,71104919108,19.2,102.3,82.1,26.5,20.4,645397,49.815273,6.129583
818,3500,Finance & Investments,Walter P.J. Droege,70,Germany,Dusseldorf,Investing,Finance & Investments,Germany,,TRUE,D,M,11/25/1952 0:00,Droege,Walter P.J.,,45020.20903,,,1952,11,25,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
818,3500,Fashion & Retail,Fan Daidi,57,China,Xian,Skincare,Fashion & Retail,China,,TRUE,N,F,24108,Fan ,Daidi,,45020.20903,,,1966,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,Technology,Peter Gassner,58,United States,Pleasanton,Software,Technology,United States,,TRUE,U,M,2/26/1965 0:00,Gassner,Peter,,45020.20903,California,West,1965,2,26,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Energy,Mikhail Gutseriev,65,Russia,Moscow,"Oil, coal, real estate",Energy,Russia,,TRUE,U,M,21431,Gutseriev,Mikhail,,45020.20903,,,1958,3,9,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
818,3500,Manufacturing,Patrick Lee,81,Hong Kong,Hong Kong,Paper,Manufacturing,Hong Kong,,TRUE,D,M,15342,Lee,Patrick,,45020.20903,,,1942,1,1,,,,,,,,,,,
818,3500,Food & Beverage,Leng Youbin,54,China,Beijing,Infant formula,Food & Beverage,China,,TRUE,D,M,25204,Leng,Youbin,,45020.20903,,,1969,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,Finance & Investments,Daniel Loeb,61,United States,New York,Hedge funds,Finance & Investments,United States,Third Point,TRUE,D,M,12/18/1961 0:00,Loeb,Daniel,Investor,45020.20903,New York,Northeast,1961,12,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Food & Beverage,Margarita Louis-Dreyfus & family,60,Switzerland,Davos,Commodities,Food & Beverage,Switzerland,Louis Dreyfus SAS,FALSE,D,F,22652,Louis-Dreyfus,Margarita,President,45020.20903,,,1962,6,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
818,3500,Healthcare,Prasert Prasarttong-Osoth,90,Thailand,Bangkok,Hospitals,Healthcare,Thailand,,TRUE,U,M,3/26/1933 0:00,Prasarttong-Osoth,Prasert,,45020.20903,,,1933,3,26,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
818,3500,Finance & Investments,Ira Rennert,88,United States,New York,Investments,Finance & Investments,United States,,TRUE,D,M,5/31/1934 0:00,Rennert,Ira,,45020.20903,New York,Northeast,1934,5,31,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Fashion & Retail,Dirk Rossmann & family,76,Germany,Lower-Saxony,Drugstores,Fashion & Retail,Germany,,TRUE,U,M,16992,Rossmann,Dirk,,45020.20903,,,1946,9,7,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
818,3500,Construction & Engineering,Arkady Rotenberg,71,Russia,Moscow,"Construction, pipes, banking",Construction & Engineering,Russia,,TRUE,U,M,12/15/1951 0:00,Rotenberg,Arkady,,45020.20903,,,1951,12,15,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
818,3500,Fashion & Retail,Remo Ruffini,61,Italy,Como,Winter jackets,Fashion & Retail,Italy,,TRUE,U,M,8/27/1961 0:00,Ruffini,Remo,,45020.20903,,,1961,8,27,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
818,3500,Automotive,Vivek Chaand Sehgal,66,India,Delhi,Auto parts,Automotive,Australia,,TRUE,U,M,9/28/1956 0:00,Sehgal,Vivek Chaand,,45020.20903,,,1956,9,28,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
818,3500,Finance & Investments,Scott Shleifer,45,United States,New York,Private equity,Finance & Investments,United States,Tiger Global Management,TRUE,D,M,6/14/1977 0:00,Shleifer,Scott,Investor,45020.20903,New York,Northeast,1977,6,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Technology,Thomas Siebel,70,United States,Woodside,Business software,Technology,United States,,TRUE,E,M,11/22/1952 0:00,Siebel,Thomas,,45020.20903,California,West,1952,11,22,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Manufacturing,Wim van der Leegte & family,75,Netherlands,Eindhoven,Manufacturing,Manufacturing,Netherlands,,FALSE,U,M,8/23/1947 0:00,van der Leegte,Wim,,45020.20903,,,1947,8,23,115.91,2.6,9.0907E+11,85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
818,3500,Diversified,Xiao Yongming & family,58,China,Beijing,Fertilizer,Diversified,China,,TRUE,D,M,23383,Xiao,Yongming,,45020.20903,,,1964,7,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,Technology,Michael Xie,54,United States,Los Altos Hills,Cybersecurity,Technology,United States,,TRUE,U,M,2/20/1969 0:00,Xie,Michael,,45020.20903,California,West,1969,2,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
818,3500,Logistics,Yang Shaopeng,65,China,Qingdao,Shipping,Logistics,China,,TRUE,D,M,21186,Yang,Shaopeng,,45020.20903,,,1958,1,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,Fashion & Retail,Nicoletta Zampillo,65,Monaco,Monaco,Eyeglasses,Fashion & Retail,Italy,,FALSE,N,F,3/28/1958 0:00,Zampillo,Nicoletta,,45020.20903,,,1958,3,28,,,7184844193,,,,,,38964,43.7384176,7.4246158
818,3500,Manufacturing,Barry Zekelman,56,Canada,Windsor,Steel,Manufacturing,Canada,,FALSE,U,M,24532,Zekelman,Barry,,45020.20903,,,1967,1,3,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
852,3400,Finance & Investments,William Ackman,56,United States,New York,Hedge funds,Finance & Investments,United States,"Pershing Square Capital Management, L.P.",TRUE,U,M,24416,Ackman,William,"Founder, CEO",45020.20903,New York,Northeast,1966,5,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Energy,Somphote Ahunai,55,Thailand,Bangkok,Renewable energy,Energy,Thailand,,TRUE,D,M,24478,Ahunai,Somphote,,45020.20903,,,1967,6,1,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
852,3400,Metals & Mining,Igor Altushkin,52,Russia,Yekaterinburg,Metals,Metals & Mining,Russia,,TRUE,U,M,25850,Altushkin,Igor,,45020.20903,,,1970,9,10,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
852,3400,Food & Beverage,Ramon Ang,69,Philippines,Manila,Diversified,Food & Beverage,Philippines,,TRUE,U,M,1/14/1954 0:00,Ang,Ramon,,45020.20903,,,1954,1,14,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017
852,3400,Food & Beverage,Acharya Balkrishna,50,India,Haridwar,Consumer goods,Food & Beverage,India,,TRUE,U,M,7/25/1972 0:00,Balkrishna,Acharya,,45020.20903,,,1972,7,25,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
852,3400,Manufacturing,Markus Blocher,52,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,,FALSE,U,M,25934,Blocher,Markus,,45020.20903,,,1971,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
852,3400,Diversified,Richard Branson,72,British Virgin Islands,Necker Island,Virgin,Diversified,United Kingdom,,TRUE,D,M,7/18/1950 0:00,Branson,Richard,,45020.20903,,,1950,7,18,,,,,,,,,,,
852,3400,Finance & Investments,Cho Jung-ho,64,South Korea,Seoul,Finance,Finance & Investments,South Korea,Meritz Financial Group,FALSE,U,M,21315,Cho,Jung-ho,,45020.20903,,,1958,10,5,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
852,3400,Food & Beverage,Alessandra Garavoglia,63,Italy,Milan,Spirits,Food & Beverage,Italy,,FALSE,U,F,22069,Garavoglia,Alessandra,,45020.20903,,,1960,2,6,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
852,3400,Fashion & Retail,Laurence Graff & family,84,Switzerland,Gstaad,Diamond jewelry,Fashion & Retail,United Kingdom,,TRUE,E,M,6/13/1938 0:00,Graff,Laurence,,45020.20903,,,1938,6,13,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
852,3400,Media & Entertainment,"Amos Hostetter, Jr.",86,United States,Boston,Cable television,Media & Entertainment,United States,Pilot House Associates,TRUE,D,M,13850,Hostetter,Amos,Chair,45020.20903,Massachusetts,Northeast,1937,1,12,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Sports,Robert Johnson,75,United States,Palm Beach,"Johnson & Johnson, sports",Sports,United States,,FALSE,N,M,17505,Johnson,Robert ,,45020.20903,Florida,South,1947,4,12,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Finance & Investments,Steven Klinsky,66,United States,New York,Investments,Finance & Investments,United States,New Mountain Capital,TRUE,E,M,5/30/1956 0:00,Klinsky,Steven,Founder & CEO,45020.20903,New York,Northeast,1956,5,30,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Fashion & Retail,William Lauder,62,United States,New York,Estee Lauder,Fashion & Retail,United States,,FALSE,D,M,22224,Lauder,William,,45020.20903,New York,Northeast,1960,4,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Food & Beverage,John Middleton,68,United States,Bryn Mawr,Tobacco,Food & Beverage,United States,,FALSE,E,M,20123,Middleton,John,,45020.20903,Pennsylvania,Northeast,1955,3,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Fashion & Retail,Hiroshi Mikitani,58,Japan,Tokyo,Online retail,Fashion & Retail,Japan,,TRUE,D,M,24049,Mikitani,Hiroshi,,45020.20903,,,1965,3,11,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
852,3400,Technology,Bob Parsons,72,United States,Scottsdale,Web hosting,Technology,United States,,TRUE,E,M,11/27/1950 0:00,Parsons,Bob,,45020.20903,Arizona,West,1950,11,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Finance & Investments,J. Joe Ricketts & family,81,United States,Little Jackson Hole,TD Ameritrade,Finance & Investments,United States,,TRUE,D,M,7/16/1941 0:00,Ricketts,J. Joe,,45020.20903,Wyoming,South,1941,7,16,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Real Estate,Herb Simon,88,United States,Indianapolis,Real estate,Real Estate,United States,Simon Property Group,TRUE,D,M,10/23/1934 0:00,Simon,Herb,"Chairman Emeritus of the Board of Simon Property Group, Inc.",45020.20903,Indiana,Midwest,1934,10,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Healthcare,Leena Tewari,65,India,Mumbai,Pharmaceuticals,Healthcare,India,,FALSE,D,F,20888,Tewari,Leena,,45020.20903,,,1957,9,3,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
852,3400,Media & Entertainment,Stefan von Holtzbrinck,59,Germany,Stuttgart,Publishing,Media & Entertainment,Germany,,FALSE,U,M,5/15/1963 0:00,von Holtzbrinck,Stefan,,45020.20903,,,1963,5,15,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
852,3400,Food & Beverage,Hans Peter Wild,81,Switzerland,Zug,Flavorings,Food & Beverage,Switzerland,,FALSE,D,M,6/16/1941 0:00,Wild,Hans Peter,,45020.20903,,,1941,6,16,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
852,3400,Healthcare,Wu Guanjiang & family,54,China,Chongqing,Pharmaceuticals,Healthcare,China,,TRUE,D,M,12/21/1968 0:00,Wu,Guanjiang,,45020.20903,,,1968,12,21,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
852,3400,Technology,Yi Zheng,52,China,Hangzhou,Software,Technology,China,,TRUE,U,M,10/15/1970 0:00,Yi,Zheng,,45020.20903,,,1970,10,15,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
852,3400,Technology,Eric Yuan & family,53,United States,Santa Clara,Zoom Video Communications,Technology,United States,Zoom Video Communications,TRUE,D,M,2/20/1970 0:00,Yuan,Eric,Founder and CEO,45020.20903,California,West,1970,2,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
852,3400,Media & Entertainment,Charles Zegar,75,United States,New York,Bloomberg LP,Media & Entertainment,United States,,TRUE,U,M,2/29/1948 0:00,Zegar,Charles,,45020.20903,New York,Northeast,1948,2,29,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Construction & Engineering,Mohed Altrad,75,France,Montpellier,"Scaffolding, cement mixers",Construction & Engineering,France,,TRUE,D,M,17779,Altrad,Mohed,,45020.20903,,,1948,3,9,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
878,3300,Finance & Investments,John Arnold,49,United States,Houston,Hedge funds,Finance & Investments,United States,Centaurus Advisors,TRUE,E,M,27275,Arnold,John,Founder,45020.20903,Texas,South,1974,3,9,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Manufacturing,Bill Austin,81,United States,Brownsville,Hearing aids,Manufacturing,United States,,TRUE,U,M,2/25/1942 0:00,Austin,Bill,,45020.20903,Texas,South,1942,2,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Manufacturing,Chen Shibin,56,China,Lianyungang,Quartz products,Manufacturing,China,,TRUE,U,M,24118,Chen,Shibin,,45020.20903,,,1966,11,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,Food & Beverage,Bennett Dorrance,77,United States,Paradise Valley,Campbell Soup,Food & Beverage,United States,,FALSE,U,M,17047,Dorrance,Bennett,,45020.20903,Arizona,West,1946,2,9,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Food & Beverage,Walter Faria,68,Brazil,Rio de Janeiro,Beer,Food & Beverage,Brazil,,TRUE,E,M,20093,Faria,Walter,,45020.20903,,,1955,4,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
878,3300,Automotive,Walter Frey,79,Switzerland,Küsnacht,Car dealerships,Automotive,Switzerland,,FALSE,U,M,7/30/1943 0:00,Frey,Walter,,45020.20903,,,1943,7,30,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
878,3300,Technology,Fu Liquan & family,55,China,Hangzhou,Surveillance equipment,Technology,China,,TRUE,D,M,24480,Fu,Liquan,,45020.20903,,,1967,8,1,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,Real Estate,John Gandel,88,Australia,Melbourne,Shopping malls,Real Estate,Australia,,FALSE,E,M,8/13/1934 0:00,Gandel,John,,45020.20903,,,1934,8,13,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
878,3300,Construction & Engineering,Peter Gilgan,72,Canada,Oakville,Homebuilding,Construction & Engineering,Canada,Mattamy Group Corp.,TRUE,U,M,18629,Gilgan,Peter,"Founder, CEO and Chairman",45020.20903,,,1951,1,1,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
878,3300,Diversified,Kwek Leng Beng,82,Singapore,Singapore,Diversified,Diversified,Singapore,,FALSE,U,M,14977,Kwek,Leng Beng,,45020.20903,,,1941,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
878,3300,Finance & Investments,Pablo Legorreta,59,United States,Sag Harbor,Investments,Finance & Investments,United States,,TRUE,D,M,10/30/1963 0:00,Legorreta,Pablo,,45020.20903,New York,Northeast,1963,10,30,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Media & Entertainment,Arnon Milchan,78,Israel,Tel Aviv,Movie making,Media & Entertainment,Israel,,TRUE,D,M,16235,Milchan,Arnon,,45020.20903,,,1944,12,6,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
878,3300,Fashion & Retail,Akio Nitori,79,Japan,Hokkaido,Home furnishings,Fashion & Retail,Japan,,TRUE,D,M,16195,Nitori,Akio,,45020.20903,,,1944,3,5,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
878,3300,Metals & Mining,Julio Ponce Lerou,77,Chile,Santiago,Fertilizer,Metals & Mining,Chile,,TRUE,D,M,11/13/1945 0:00,Ponce Lerou,Julio,,45020.20903,,,1945,11,13,131.91,2.6,2.82318E+11,88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969
878,3300,Finance & Investments,Rodger Riney & family,77,United States,St. Louis,Discount brokerage,Finance & Investments,United States,"Scottrade, Inc.",TRUE,D,M,16803,Riney,Rodger,Cofounder,45020.20903,Missouri,Midwest,1946,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Diversified,Phil Ruffin,88,United States,Las Vegas,"Casinos, real estate",Diversified,United States,,TRUE,U,M,3/17/1935 0:00,Ruffin,Phil,,45020.20903,Nevada,West,1935,3,17,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
878,3300,Telecom,Naguib Sawiris,68,Egypt,Cairo,Telecom,Telecom,Egypt,,FALSE,D,M,6/15/1954 0:00,Sawiris,Naguib,,45020.20903,,,1954,6,15,288.57,9.2,3.03175E+11,35.2,106.3,71.8,12.5,44.4,100388073,26.820553,30.802498
878,3300,Finance & Investments,Neil Shen,55,China,Hong Kong,Venture capital,Finance & Investments,Hong Kong,Sequoia China,TRUE,D,M,12/16/1967 0:00,Shen,Neil,Investor,45020.20903,,,1967,12,16,125.08,2.9,1.991E+13,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
878,3300,Technology,Gil Shwed,54,Israel,Tel Aviv,Software,Technology,Israel,,TRUE,D,M,25178,Shwed,Gil,,45020.20903,,,1968,6,12,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
878,3300,Finance & Investments,Stephen Smith,71,Canada,Toronto,Finance and investments,Finance & Investments,Canada,,TRUE,U,M,18665,Smith,Stephen,,45020.20903,,,1951,6,2,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
